0, 1, 0.9
0.001, 1, 0.8999802
0.002, 1.000001, 0.8999406
0.003, 1.000001, 0.8998811
0.004, 1.000002, 0.8998019
0.005, 1.000003, 0.8997029
0.006, 1.000004, 0.8995842
0.007, 1.000005, 0.8994457
0.008, 1.000006, 0.8992874
0.009000001, 1.000008, 0.8991094
0.01, 1.000009, 0.8989118
0.011, 1.000011, 0.8986945
0.012, 1.000012, 0.8984575
0.013, 1.000014, 0.8982009
0.014, 1.000015, 0.8979247
0.015, 1.000017, 0.8976288
0.016, 1.000018, 0.8973135
0.017, 1.00002, 0.8969787
0.018, 1.000021, 0.8966244
0.019, 1.000022, 0.8962507
0.02, 1.000023, 0.8958575
0.021, 1.000023, 0.895445
0.022, 1.000023, 0.8950133
0.023, 1.000023, 0.8945622
0.024, 1.000022, 0.8940919
0.025, 1.000021, 0.8936024
0.026, 1.00002, 0.8930939
0.027, 1.000018, 0.8925663
0.028, 1.000015, 0.8920196
0.029, 1.000011, 0.891454
0.03, 1.000007, 0.8908696
0.031, 1.000003, 0.8902662
0.032, 0.9999968, 0.8896441
0.033, 0.9999901, 0.8890033
0.034, 0.9999825, 0.8883439
0.035, 0.9999738, 0.8876658
0.036, 0.9999641, 0.8869693
0.037, 0.9999531, 0.8862543
0.038, 0.9999409, 0.8855209
0.039, 0.9999273, 0.8847692
0.04, 0.9999124, 0.8839993
0.041, 0.999896, 0.8832113
0.042, 0.9998781, 0.8824052
0.043, 0.9998585, 0.8815812
0.044, 0.9998372, 0.8807392
0.045, 0.999814, 0.8798794
0.046, 0.999789, 0.8790019
0.047, 0.999762, 0.8781068
0.048, 0.999733, 0.877194
0.049, 0.9997017, 0.8762639
0.05, 0.9996683, 0.8753163
0.051, 0.9996325, 0.8743515
0.052, 0.9995943, 0.8733695
0.053, 0.9995535, 0.8723704
0.054, 0.9995101, 0.8713543
0.055, 0.999464, 0.8703213
0.056, 0.9994151, 0.8692715
0.057, 0.9993632, 0.868205
0.058, 0.9993083, 0.8671219
0.059, 0.9992504, 0.8660223
0.06, 0.9991891, 0.8649064
0.061, 0.9991245, 0.8637742
0.062, 0.9990564, 0.8626258
0.063, 0.9989848, 0.8614613
0.064, 0.9989095, 0.8602809
0.06500001, 0.9988304, 0.8590847
0.066, 0.9987475, 0.8578728
0.067, 0.9986605, 0.8566452
0.068, 0.9985694, 0.8554022
0.06900001, 0.998474, 0.8541437
0.07, 0.9983743, 0.85287
0.071, 0.9982701, 0.8515812
0.072, 0.9981613, 0.8502774
0.07300001, 0.9980478, 0.8489586
0.074, 0.9979295, 0.8476251
0.075, 0.9978061, 0.8462769
0.07600001, 0.9976777, 0.8449141
0.07700001, 0.9975441, 0.843537
0.078, 0.9974052, 0.8421456
0.079, 0.9972607, 0.84074
0.08000001, 0.9971108, 0.8393204
0.081, 0.9969551, 0.8378869
0.082, 0.9967936, 0.8364397
0.083, 0.996626, 0.8349788
0.08400001, 0.9964524, 0.8335043
0.085, 0.9962725, 0.8320165
0.086, 0.9960862, 0.8305154
0.087, 0.9958935, 0.8290012
0.08800001, 0.9956941, 0.827474
0.089, 0.995488, 0.8259339
0.09, 0.995275, 0.8243812
0.09100001, 0.9950549, 0.8228158
0.09200001, 0.9948277, 0.821238
0.093, 0.9945931, 0.8196479
0.094, 0.9943511, 0.8180456
0.09500001, 0.9941016, 0.8164313
0.096, 0.9938443, 0.814805
0.097, 0.9935792, 0.813167
0.098, 0.9933061, 0.8115174
0.09900001, 0.9930249, 0.8098563
0.1, 0.9927354, 0.8081838
0.101, 0.9924375, 0.8065001
