0.000000000000000000e+00,5.000000000000000000e-01,4.000000000000000222e-01
1.000000000000000021e-03,5.000000914435270838e-01,3.999900789441696025e-01
2.000000000000000042e-03,5.000003641761230355e-01,3.999603762115735428e-01
3.000000000000000062e-03,5.000008183706502463e-01,3.999108720170462816e-01
4.000000000000000083e-03,5.000014540271083829e-01,3.998415663605879300e-01
5.000000000000000104e-03,5.000022584748835541e-01,3.997524719128126014e-01
6.000000000000000125e-03,5.000032110892838055e-01,3.996436092984121946e-01
7.000000000000000146e-03,5.000043115805545835e-01,3.995149788071411523e-01
8.000000000000000167e-03,5.000055599486961100e-01,3.993665804389994189e-01
9.000000000000001055e-03,5.000070299508627691e-01,3.991983404368326105e-01
1.000000000000000021e-02,5.000084242790057143e-01,3.990105561086895181e-01
1.099999999999999936e-02,5.000099370470542093e-01,3.988030333406409333e-01
1.200000000000000025e-02,5.000115519058334623e-01,3.985757884818614816e-01
1.300000000000000114e-02,5.000131650888649526e-01,3.983289252988299056e-01
1.400000000000000029e-02,5.000145251661887169e-01,3.980626952215059466e-01
1.499999999999999944e-02,5.000155878661574071e-01,3.977771425215370082e-01
1.600000000000000033e-02,5.000163203918255306e-01,3.974722999958686387e-01
1.700000000000000122e-02,5.000166899462474834e-01,3.971482004414463862e-01
1.800000000000000211e-02,5.000166637324776620e-01,3.968048766552157991e-01
1.899999999999999953e-02,5.000162089535706844e-01,3.964423614341224811e-01
2.000000000000000042e-02,5.000152928125807250e-01,3.960606875751119804e-01
2.100000000000000130e-02,5.000138825125625130e-01,3.956598878751297899e-01
2.199999999999999872e-02,5.000119452565702227e-01,3.952399951311215132e-01
2.299999999999999961e-02,5.000094482476584723e-01,3.948010421400326986e-01
2.400000000000000050e-02,5.000063586888817690e-01,3.943430616988088944e-01
2.500000000000000139e-02,5.000026437832943982e-01,3.938660866043956488e-01
2.600000000000000228e-02,4.999982707339508115e-01,3.933701496537385656e-01
2.699999999999999969e-02,4.999932067439055716e-01,3.928552836437831375e-01
2.800000000000000058e-02,4.999874190162130194e-01,3.923215213714749683e-01
2.900000000000000147e-02,4.999808747539277176e-01,3.917688956337595507e-01
2.999999999999999889e-02,4.999735411601040069e-01,3.911974392275825441e-01
3.099999999999999978e-02,4.999653854377963391e-01,3.906071849498893855e-01
3.200000000000000067e-02,4.999563747900592214e-01,3.899981655976257344e-01
3.300000000000000155e-02,4.999464764199470501e-01,3.893704139677370835e-01
3.400000000000000244e-02,4.999356575305143324e-01,3.887239628571689809e-01
3.500000000000000333e-02,4.999238853248154091e-01,3.880588450628670305e-01
3.600000000000000422e-02,4.999111270059048429e-01,3.873750933817767805e-01
3.699999999999999817e-02,4.998973497768369745e-01,3.866727406108437792e-01
3.799999999999999906e-02,4.998825208406663112e-01,3.859518195470135193e-01
3.899999999999999994e-02,4.998666074004473048e-01,3.852123629872316601e-01
4.000000000000000083e-02,4.998495766592344070e-01,3.844544037284436944e-01
4.100000000000000172e-02,4.998313958200820140e-01,3.836779745675951703e-01
4.200000000000000261e-02,4.998120320860445776e-01,3.828831083016316916e-01
4.300000000000000350e-02,4.997914526601766050e-01,3.820698377274988067e-01
4.399999999999999745e-02,4.997696247455324925e-01,3.812381956421420082e-01
4.499999999999999833e-02,4.997465155451666918e-01,3.803882148425068999e-01
4.599999999999999922e-02,4.997220922621336547e-01,3.795199281255390855e-01
4.700000000000000011e-02,4.996963220994877775e-01,3.786333682881840024e-01
4.800000000000000100e-02,4.996691722602836228e-01,3.777285681273873097e-01
4.900000000000000189e-02,4.996406099475755314e-01,3.768055604400945002e-01
5.000000000000000278e-02,4.996106023644180105e-01,3.758643780232511777e-01
5.100000000000000366e-02,4.995791167138654565e-01,3.749050536738028905e-01
5.200000000000000455e-02,4.995458577901620845e-01,3.739278825975054232e-01
5.299999999999999850e-02,4.995096760806707059e-01,3.729340143069960201e-01
5.399999999999999939e-02,4.994704408393689787e-01,3.719235795482970230e-01
5.500000000000000028e-02,4.994281520662568474e-01,3.708965783214083767e-01
5.600000000000000117e-02,4.993828097613344230e-01,3.698530106263300810e-01
5.700000000000000205e-02,4.993344139246016500e-01,3.687928764630621359e-01
5.800000000000000294e-02,4.992829645560585283e-01,3.677161758316045970e-01
5.900000000000000383e-02,4.992284616557050581e-01,3.666229087319574642e-01
5.999999999999999778e-02,4.991709052235412947e-01,3.655130751641206821e-01
