7.51 2225.60
 7.65 1972.00
 7.65 1979.40
 7.57 2172.00
 7.55 2203.50
 7.58 2154.30
 7.57 2088.20
 7.57 2087.60
 7.57 2130.00
 7.56 2121.40
 7.57 2121.40
 7.57 2091.00
 7.53 2098.90
 7.57 2139.70
 7.58 2038.70
 7.56 2045.10
 7.58 2081.10
 7.60 2034.30
 7.59 2026.90
 7.60 2071.50
 7.58 2021.10
 7.59 2029.50
 7.58 2033.00
 7.58 2013.50
 7.58 2040.10
 7.59 2020.50
 7.60 1977.60
 7.59 1995.30
 7.60 1988.90
 7.61 1946.10
 7.63 1917.40
 7.63 1886.10
 7.65 1847.40
 7.66 1810.30
 7.65 1835.30
 7.65 1900.60
 7.62 2015.10
 7.57 2162.20
 7.51 2262.40
 7.48 2301.20
 7.48 2304.80
 7.47 2307.20
 7.47 2309.60
 7.48 2312.40
 7.48 2297.70
 7.48 2295.10
 7.48 2292.80
 7.48 2291.60
 7.48 2283.30
 7.49 2277.60
 7.48 2279.40
 7.48 2280.80
 7.48 2278.30
 7.48 2282.00
 7.48 2282.80
 7.48 2284.70
 7.48 2277.00
 7.48 2275.60
 7.48 2272.20
 7.48 2273.50
 7.48 2274.60
 7.48 2276.60
 7.48 2276.20
 7.48 2278.30
 7.48 2274.20
 7.48 2275.40
 7.48 2272.60
 7.48 2276.80
 7.48 2272.30
 7.48 2273.50
 7.48 2277.20
 7.48 2274.80
 7.48 2272.60
 7.48 2273.80
 7.48 2278.30
 7.48 2285.10
 7.48 2284.80
 7.48 2283.10
 7.48 2278.10
 7.48 2275.10
 7.48 2280.80
 7.48 2285.20
 7.48 2280.60
 7.48 2280.00
 7.48 2279.70
 7.47 2282.30
 7.47 2283.20
 7.48 2283.10
 7.48 2277.20
 7.48 2275.80
 7.48 2274.30
 7.48 2278.30
 7.48 2287.00
 7.48 2280.10
 7.48 2278.50
 7.48 2274.60
 7.48 2278.40
 7.48 2288.30
 7.47 2285.90
 7.47 2286.60
 7.47 2290.50
 7.47 2290.50
 7.47 2290.10
 7.47 2293.00
 7.47 2294.60
 7.47 2290.10
 7.47 2288.60
 7.48 2279.30
 7.47 2279.00
 7.48 2275.00
 7.48 2279.80
 7.48 2280.70
 7.47 2288.10
 7.47 2289.90
 7.47 2298.90
 7.47 2298.70
 7.47 2306.90
 7.46 2303.20
 7.46 2304.00
 7.47 2297.20
 7.47 2287.00
 7.48 2275.90
 7.48 2273.90
 7.49 2261.30
 7.49 2259.90
 7.48 2279.20
 7.47 2286.80
 7.47 2286.90
 7.47 2287.50
 7.47 2290.80
 7.47 2289.00
 7.47 2291.10
 7.47 2290.60
 7.47 2293.20
 7.47 2238.90
 7.47 2278.20
 7.48 2272.00
 7.48 2246.80
 7.58 2253.70
 7.47 2267.40
 7.48 2257.20
 7.49 2097.60
 7.55 1151.10
 7.81 1145.00
 7.87 1152.00
 7.82 1170.30
 7.82 1177.20
 7.78 1298.10
 7.84 1132.40
 7.84 1113.60
 7.84 1099.30
 7.84 1143.60
 7.83 1179.30
 7.83 1189.00
 7.83 1193.70
 7.83 1195.50
 7.83 1193.00
 7.83 1189.90
 7.83 1201.00
 7.83 1198.70
 7.83 1189.30
 7.82 2185.40
 7.55 2236.30
 7.57 2077.00
 7.57 2008.10
 7.60 1974.60
 7.61 1941.10
 7.60 1966.90
 7.62 1951.80
 7.61 1950.00
 7.60 1955.60
 7.60 1984.40
 7.58 2069.20
 7.55 2124.10
 7.54 2133.90
 7.53 2142.10
 7.52 2153.80
 7.52 2158.00
 7.52 2167.60
 7.52 2167.90
 7.52 2168.80
 7.52 2169.20
 7.52 2168.00
 7.52 2147.10
 7.55 2101.70
 7.53 2141.80
 7.52 2142.00
 7.53 2134.90
 7.53 2126.60
 7.54 2109.60
 7.54 2104.20
 7.54 2083.80
 7.56 2051.10
 7.55 2094.80
 7.53 2088.50
 7.74 2077.00
 7.55 2103.80
 7.55 2102.80
 7.54 2121.50
 7.53 2122.50
 7.53 2124.70
 7.53 2122.40
 7.53 2129.50
 7.53 2113.10
 7.54 2116.80
 7.53 2115.30
 7.54 2120.70
 7.53 2134.70
 7.53 2132.70
 7.52 2140.40
 7.52 2145.50
 7.52 2143.70
 7.52 2145.80
 7.52 2153.40
 7.52 2156.00
 7.53 2125.10
 7.53 2245.20
 7.48 2259.20
 7.48 2262.80
 7.48 2254.00
 7.49 2249.70
 7.48 2252.40
 7.48 2256.10
 7.48 2253.80
 7.48 2254.20
 7.48 2260.70
 7.48 2248.90
 7.48 2254.40
 7.48 2256.30
 7.47 2267.80
 7.48 2255.60
 7.48 2247.70
 7.48 2252.70
 7.48 2228.90
 7.80 1159.70
 7.81 1160.10
 7.81 1165.60
 7.50 2184.70
 7.52 2159.80
 7.51 2182.30
 7.51 2182.30
 7.51 2185.20
 7.51 2183.70
 7.51 2186.70
 7.51 2185.60
 7.51 2182.30
 7.51 2184.10
 7.51 2181.00
 7.51 2175.90
 7.51 2172.50
 7.51 2174.20
 7.51 2169.30
 7.51 2164.00
 7.51 2168.50
 7.51 2176.70
 7.51 2177.60
 7.51 2178.40
 7.51 2178.60
 7.51 2178.90
 7.51 2178.90
 7.51 2178.70
 7.51 2178.30
 7.51 2173.90
 7.51 2160.80
 7.51 2162.60
 7.51 2159.70
 7.51 2159.50
 7.51 2157.20
 7.51 2158.80
 7.51 2161.80
 7.51 2159.00
 7.51 2162.70
 7.51 2163.70
 7.51 2165.30
 7.51 2166.20
 7.51 2166.00
 7.51 2166.20
 7.51 2167.00
 7.51 2166.10
 7.50 2166.90
 7.51 2167.40
 7.51 2162.70
 7.51 2163.80
 7.51 2163.00
 7.50 2165.50
 7.51 2164.90
 7.51 2164.30
 7.51 2164.30
 7.51 2164.60
 7.51 2164.40
 7.51 2163.80
 7.51 2164.30
 7.51 2165.20
 7.51 2163.60
 7.51 2160.90
 7.50 2163.40
 7.51 2163.30
 7.50 2163.30
 7.50 2165.10
 7.51 2161.70
 7.51 2162.80
 7.51 2162.10
 7.51 2160.80
 7.51 2159.70
 7.51 2160.70
 7.51 2159.50
 7.51 2160.70
 7.51 2161.10
 7.51 2158.90
 7.51 2158.90
 7.51 2159.90
 7.51 2159.90
 7.51 2159.40
 7.51 2159.20
 7.51 2158.70
 7.51 2158.40
 7.51 2158.50
 7.51 2157.80
 7.51 2157.90
 7.51 2157.40
 7.51 2157.00
 7.51 2156.90
 7.51 2155.70
 7.51 2155.20
 7.51 2155.30
 7.51 2154.60
 7.51 2154.80
 7.51 2154.40
 7.51 2155.00
 7.51 2154.60
 7.51 2153.80
 7.51 2153.80
 7.51 2153.60
 7.51 2152.50
 7.51 2153.50
 7.51 2152.20
 7.51 2152.80
 7.51 2153.70
 7.51 2153.50
 7.51 2153.70
 7.51 2154.50
 7.51 2155.20
 7.51 2159.40
 7.50 2154.90
 7.51 2153.80
 7.51 2153.50
 7.51 2153.20
 7.51 2153.30
 7.51 2152.70
 7.50 2153.60
 7.51 2151.50
 7.51 2151.10
 7.51 2153.50
 7.51 2153.10
 7.51 2153.20
 7.51 2151.50
 7.51 2151.40
 7.51 2154.40
 7.51 2154.20
 7.51 2153.50
 7.51 2151.20
 7.51 2149.00
 7.51 2150.90
 7.51 2149.30
 7.51 2151.20
 7.51 2151.40
 7.51 2150.20
 7.51 2148.90
 7.51 2150.50
 7.51 2150.20
 7.51 2147.50
 7.51 2147.30
 7.51 2147.20
 7.51 2145.30
 7.51 2145.30
 7.51 2148.30
 7.51 2148.70
 7.51 2148.80
 7.51 2149.00
 7.51 2148.60
 7.51 2147.30
 7.51 2147.20
 7.51 2147.40
 7.51 2150.50
 7.51 2154.50
 7.51 2152.60
 7.51 2150.20
 7.51 2150.60
 7.51 2149.40
 7.51 2150.20
 7.51 2152.30
 7.51 2151.50
 7.51 2151.30
 7.51 2150.70
 7.51 2150.20
 7.51 2149.50
 7.51 2149.30
 7.51 2149.20
 7.51 2145.20
 7.51 2144.70
 7.51 2142.20
 7.51 2141.80
 7.51 2142.30
 7.51 2140.80
 7.51 2141.00
 7.51 2142.00
 7.51 2145.70
 7.51 2142.60
 7.51 2142.40
 7.51 2142.30
 7.51 2142.00
 7.51 2142.00
 7.51 2141.40
 7.51 2142.20
 7.51 2142.80
 7.51 2141.50
 7.51 2140.50
 7.51 2139.60
 7.51 2140.50
 7.51 2142.50
 7.51 2139.20
 7.51 2138.80
 7.51 2140.50
 7.51 2140.10
 7.51 2139.80
 7.51 2139.80
 7.51 2140.10
 7.51 2142.40
 7.51 2140.10
 7.51 2139.00
 7.51 2138.80
 7.51 2139.40
 7.51 2138.80
 7.51 2138.30
 7.51 2141.60
 7.51 2138.90
 7.51 2137.00
 7.51 2136.10
 7.51 2135.70
 7.51 2134.10
 7.51 2136.00
 7.51 2134.60
 7.51 2137.90
 7.51 2133.40
 7.51 2133.50
 7.51 2133.90
 7.51 2133.70
 7.51 2133.60
 7.51 2133.90
 7.51 2133.90
 7.51 2137.70
 7.51 2133.40
 7.51 2133.70
 7.51 2137.70
 7.51 2137.70
 7.51 2137.80
 7.51 2137.30
 7.51 2136.00
 7.51 2136.00
 7.51 2135.30
 7.51 2137.20
 7.51 2137.00
 7.51 2136.80
 7.51 2136.30
 7.51 2134.60
 7.51 2134.70
 7.51 2135.30
 7.51 2135.10
 7.51 2135.30
 7.51 2135.60
 7.51 2135.10
 7.51 2134.60
 7.51 2133.90
 7.51 2134.00
 7.51 2134.30
 7.51 2134.80
 7.51 2135.80
 7.51 2133.90
 7.51 2134.30
 7.51 2134.30
 7.51 2133.60
 7.51 2132.90
 7.51 2131.80
 7.51 2131.00
 7.51 2128.30
 7.51 2128.30
 7.51 2131.50
 7.51 2131.00
 7.51 2131.60
 7.51 2131.10
 7.51 2132.00
 7.51 2131.10
 7.51 2135.20
 7.51 2129.10
 7.51 2129.10
 7.51 2128.00
 7.51 2127.80
 7.51 2130.90
 7.51 2129.40
 7.51 2130.90
 
