5.059082439288613564e-01,7.127291560173034668e-01,2.574358582496643066e-01,3.816491067409515381e-01,5.122534632682800293e-01,9.998789057135581970e-03,3.275572061538696289e-01
5.060115430101617129e-01,7.127290368080139160e-01,2.574279308319091797e-01,3.816526830196380615e-01,5.122519135475158691e-01,9.992366656661033630e-03,3.275582194328308105e-01
5.060820644983571315e-01,7.127301692962646484e-01,2.574339509010314941e-01,3.816511332988739014e-01,5.122539997100830078e-01,9.988243691623210907e-03,3.275600075721740723e-01
5.061482818581650722e-01,7.127279043197631836e-01,2.574278414249420166e-01,3.816548287868499756e-01,5.122522115707397461e-01,9.996792301535606384e-03,3.275568783283233643e-01
5.062125126971787070e-01,7.127277851104736328e-01,2.574305534362792969e-01,3.816493749618530273e-01,5.122479200363159180e-01,9.991382248699665070e-03,3.275583982467651367e-01
5.062757502757952999e-01,7.127283215522766113e-01,2.574330568313598633e-01,3.816495537757873535e-01,5.122553706169128418e-01,9.997938759624958038e-03,3.275608718395233154e-01
5.063396500280099577e-01,7.127282619476318359e-01,2.574327290058135986e-01,3.816497325897216797e-01,5.122535824775695801e-01,9.987480938434600830e-03,3.275617361068725586e-01
5.064022254330283745e-01,7.127299308776855469e-01,2.574328780174255371e-01,3.816493749618530273e-01,5.122560858726501465e-01,1.000632252544164658e-02,3.275554776191711426e-01
5.064644697512478144e-01,7.127310037612915039e-01,2.574286460876464844e-01,3.816496431827545166e-01,5.122571587562561035e-01,1.000691484659910202e-02,3.275598287582397461e-01
5.065267140694672543e-01,7.127280235290527344e-01,2.574350833892822266e-01,3.816462159156799316e-01,5.122559070587158203e-01,1.000321470201015472e-02,3.275567293167114258e-01
5.065889583876866942e-01,7.127301692962646484e-01,2.574373185634613037e-01,3.816456198692321777e-01,5.122492313385009766e-01,9.991392493247985840e-03,3.275615572929382324e-01
5.066505405323080691e-01,7.127322554588317871e-01,2.574333548545837402e-01,3.816508948802947998e-01,5.122554302215576172e-01,9.990303777158260345e-03,3.275563716888427734e-01
5.067144402845227269e-01,7.127299904823303223e-01,2.574280500411987305e-01,3.816507160663604736e-01,5.122492909431457520e-01,9.985546581447124481e-03,3.275605738162994385e-01
5.067766846027421668e-01,7.127283811569213867e-01,2.574339210987091064e-01,3.816506862640380859e-01,5.122560262680053711e-01,9.983760304749011993e-03,3.275614976882934570e-01
5.068389289209616067e-01,7.127283811569213867e-01,2.574364542961120605e-01,3.816483318805694580e-01,5.122557878494262695e-01,9.995435364544391632e-03,3.275615572929382324e-01
5.069028286731762645e-01,7.127276062965393066e-01,2.574381232261657715e-01,3.816442191600799561e-01,5.122548937797546387e-01,1.000012736767530441e-02,3.275579810142517090e-01
5.069644108177976394e-01,7.127254009246826172e-01,2.574284970760345459e-01,3.816508650779724121e-01,5.122531056404113770e-01,9.998583234846591949e-03,3.275616466999053955e-01
5.070269862228161672e-01,7.127271890640258789e-01,2.574386000633239746e-01,3.816456496715545654e-01,5.122530460357666016e-01,1.000697445124387741e-02,3.275587856769561768e-01
5.070885683674374311e-01,7.127271294593811035e-01,2.574303448200225830e-01,3.816519677639007568e-01,5.122539997100830078e-01,1.000021398067474365e-02,3.275580406188964844e-01
5.071504815988578940e-01,7.127273082733154297e-01,2.574302852153778076e-01,3.816474378108978271e-01,5.122550129890441895e-01,1.000729389488697052e-02,3.275572061538696289e-01
5.072127259170773339e-01,7.127279639244079590e-01,2.574295401573181152e-01,3.816503584384918213e-01,5.122538805007934570e-01,1.002079155296087265e-02,3.275533616542816162e-01
5.072746391484976858e-01,7.127280831336975098e-01,2.574292421340942383e-01,3.816506564617156982e-01,5.122525691986083984e-01,1.000700891017913818e-02,3.275572061538696289e-01
5.073365523799181487e-01,7.127275466918945312e-01,2.574337124824523926e-01,3.816479444503784180e-01,5.122547149658203125e-01,9.997831657528877258e-03,3.275640904903411865e-01
5.074001210453337185e-01,7.127270102500915527e-01,2.574344277381896973e-01,3.816491067409515381e-01,5.122498869895935059e-01,9.993763640522956848e-03,3.275610506534576416e-01
5.074620342767541814e-01,7.127284407615661621e-01,2.574369013309478760e-01,3.816498816013336182e-01,5.122529268264770508e-01,1.001483760774135590e-02,3.275577723979949951e-01
5.075232853345764683e-01,7.127282023429870605e-01,2.574285268783569336e-01,3.816493451595306396e-01,5.122522711753845215e-01,9.993778541684150696e-03,3.275592029094696045e-01
