0.000000000000000000e+00,6.372376583024162322e+00
1.000000000000000021e-02,6.734518739239357288e+00
2.000000000000000042e-02,7.770504554827137866e+00
2.999999999999999889e-02,9.436228772209439342e+00
4.000000000000000083e-02,1.170561865494410902e+01
5.000000000000000278e-02,1.455508348111148464e+01
5.999999999999999778e-02,1.796340027012966800e+01
7.000000000000000666e-02,2.190984728908046364e+01
8.000000000000000167e-02,2.637638882479986080e+01
8.999999999999999667e-02,3.134719328603739186e+01
1.000000000000000056e-01,3.680902389306235278e+01
1.100000000000000006e-01,4.275117840592033502e+01
1.199999999999999956e-01,4.916516352767656883e+01
1.300000000000000044e-01,5.604402045024757939e+01
1.400000000000000133e-01,6.339134316239371714e+01
1.499999999999999944e-01,7.119102249444254937e+01
1.600000000000000033e-01,7.940521195989866499e+01
1.700000000000000122e-01,8.803246577245343474e+01
1.799999999999999933e-01,9.705462845419044982e+01
1.900000000000000022e-01,1.063091069086548544e+02
2.000000000000000111e-01,1.079309951700495702e+02
2.099999999999999922e-01,1.079322560775202362e+02
2.200000000000000011e-01,1.079335167381607619e+02
2.300000000000000100e-01,1.079347771570329968e+02
2.399999999999999911e-01,1.079360373384280223e+02
2.500000000000000000e-01,1.079373294092664537e+02
2.600000000000000089e-01,1.079385944170538778e+02
2.700000000000000178e-01,1.079398580893214046e+02
2.800000000000000266e-01,1.079411205227356731e+02
2.899999999999999800e-01,1.079423817559392802e+02
2.999999999999999889e-01,1.079436418006338414e+02
3.099999999999999978e-01,1.079449006551873254e+02
3.200000000000000067e-01,1.079461583110983725e+02
3.300000000000000155e-01,1.079474147560642621e+02
3.400000000000000244e-01,1.079486699754314003e+02
3.500000000000000333e-01,1.079499239528743715e+02
3.599999999999999867e-01,1.079511766707064311e+02
3.699999999999999956e-01,1.079524281100129457e+02
3.800000000000000044e-01,1.079536782506994399e+02
3.900000000000000133e-01,1.079549270714980480e+02
4.000000000000000222e-01,1.079561745499527490e+02
4.100000000000000311e-01,1.079574206623939006e+02
4.199999999999999845e-01,1.079586653839066201e+02
4.299999999999999933e-01,1.079599086882953287e+02
4.400000000000000022e-01,1.079611505480456799e+02
4.500000000000000111e-01,1.079623909342843007e+02
4.600000000000000200e-01,1.079636298167707622e+02
4.700000000000000289e-01,1.079648671638555157e+02
4.799999999999999822e-01,1.079661029423104850e+02
4.899999999999999911e-01,1.079673371173760188e+02
5.000000000000000000e-01,1.079685696527158001e+02
5.100000000000000089e-01,1.079698005103603009e+02
5.200000000000000178e-01,1.079710296506525822e+02
5.300000000000000266e-01,1.079722570321935677e+02
5.400000000000000355e-01,1.079734826117861388e+02
5.500000000000000444e-01,1.079747063443772817e+02
5.600000000000000533e-01,1.079759281829985440e+02
5.700000000000000622e-01,1.079771480787045164e+02
5.799999999999999600e-01,1.079783659805092526e+02
5.899999999999999689e-01,1.079795818353206727e+02
5.999999999999999778e-01,1.079807955878728620e+02
6.099999999999999867e-01,1.079820071806559127e+02
6.199999999999999956e-01,1.079832165538437039e+02
6.300000000000000044e-01,1.079844236452190387e+02
6.400000000000000133e-01,1.079856283900966361e+02
6.500000000000000222e-01,1.079868307212431375e+02
6.600000000000000311e-01,1.079880305688580506e+02
6.700000000000000400e-01,1.079892278604923490e+02
6.800000000000000488e-01,1.079904225207284867e+02
6.900000000000000577e-01,1.079916144712633184e+02
7.000000000000000666e-01,1.079928036308243264e+02
7.099999999999999645e-01,1.079939899150599274e+02
7.199999999999999734e-01,1.079951732364348658e+02
7.299999999999999822e-01,1.079963535041252101e+02
7.399999999999999911e-01,1.079975306239104640e+02
7.500000000000000000e-01,1.079987044980625086e+02
7.600000000000000089e-01,1.079998750252306507e+02
7.700000000000000178e-01,1.080010412592672537e+02
7.800000000000000266e-01,1.080022065636812840e+02
7.900000000000000355e-01,1.080033682833417146e+02
8.000000000000000444e-01,1.080045263219472531e+02
8.100000000000000533e-01,1.080056805692714335e+02
8.200000000000000622e-01,1.080068309077288262e+02
8.300000000000000711e-01,1.080079772144240593e+02
8.399999999999999689e-01,1.080091193617208774e+02
8.499999999999999778e-01,1.080102572173346971e+02
8.599999999999999867e-01,1.080113906442633294e+02
8.699999999999999956e-01,1.080125195006596783e+02
8.800000000000000044e-01,1.080136436396826412e+02
8.900000000000000133e-01,1.080147629093380885e+02
9.000000000000000222e-01,1.080158771523126546e+02
9.100000000000000311e-01,1.080169862058009755e+02
9.200000000000000400e-01,1.080180899013271159e+02
9.300000000000000488e-01,1.080191880645599127e+02
9.400000000000000577e-01,1.080202805151222663e+02
9.500000000000000666e-01,1.080213670663939212e+02
9.599999999999999645e-01,1.080224475253077401e+02
9.699999999999999734e-01,1.080235216921390844e+02
9.799999999999999822e-01,1.080245893602923672e+02
9.899999999999999911e-01,1.080256503160867965e+02
1.000000000000000000e+00,1.080267043384938717e+02
1.010000000000000009e+00,1.080277511989044683e+02
1.020000000000000018e+00,1.080287906608913744e+02
1.030000000000000027e+00,1.080298224799534097e+02
1.040000000000000036e+00,1.080308464032491429e+02
1.050000000000000044e+00,1.080318621693231194e+02
1.060000000000000053e+00,1.080328695078230368e+02
1.070000000000000062e+00,1.080338681392074704e+02
1.080000000000000071e+00,1.080348577744440632e+02
1.090000000000000080e+00,1.080358381146976541e+02
1.100000000000000089e+00,1.080368088510084732e+02
1.110000000000000098e+00,1.080377696639591392e+02
1.120000000000000107e+00,1.080387202233310262e+02
1.130000000000000115e+00,1.080396601877490355e+02
1.140000000000000124e+00,1.080405892043146423e+02
1.150000000000000133e+00,1.080415069082269213e+02
1.159999999999999920e+00,1.080424129435745471e+02
1.169999999999999929e+00,1.080433069015964662e+02
1.179999999999999938e+00,1.080441884946118734e+02
1.189999999999999947e+00,1.080450572155661888e+02
