0.05,1,0.0067823,0.077493
0.06875,1,0.012679,0.10991
0.0875,1,0.020307,0.14405
0.10625,1,0.029604,0.17986
0.125,1,0.040509,0.21729
0.14375,1,0.05296,0.25625
0.1625,1,0.066898,0.29671
0.18125,1,0.082263,0.33859
0.2,1,0.098997,0.38184
0.21875,1,0.11704,0.4264
0.2375,1,0.13634,0.47222
0.25625,1,0.15684,0.51923
0.275,1,0.17848,0.56738
0.29375,1,0.2012,0.61662
0.3125,1,0.22493,0.66688
0.33125,1,0.24961,0.71807
0.35,1,0.27514,0.77012
0.36875,1,0.3014,0.82289
0.3875,1,0.32823,0.87624
0.40625,1,0.35546,0.92998
0.425,1,0.38288,0.98392
0.44375,1,0.41025,1.0378
0.4625,1,0.43735,1.0914
0.48125,1,0.46391,1.1445
0.5,1,0.48967,1.1968
0.05,1.3333,0.011937,0.082648
0.06875,1.3333,0.022231,0.11946
0.0875,1.3333,0.035468,0.15921
0.10625,1.3333,0.051502,0.20176
0.125,1.3333,0.070191,0.24697
0.14375,1.3333,0.091394,0.29469
0.1625,1.3333,0.11497,0.34478
0.18125,1.3333,0.14079,0.39712
0.2,1.3333,0.1687,0.45155
0.21875,1.3333,0.19853,0.50789
0.2375,1.3333,0.22999,0.56587
0.25625,1.3333,0.2627,0.62509
0.275,1.3333,0.29612,0.68503
0.29375,1.3333,0.3296,0.74502
0.3125,1.3333,0.36238,0.80432
0.33125,1.3333,0.39371,0.86217
0.35,1.3333,0.42286,0.91783
0.36875,1.3333,0.44912,0.97061
0.3875,1.3333,0.4719,1.0199
0.40625,1.3333,0.49067,1.0652
0.425,1.3333,0.50497,1.106
0.44375,1.3333,0.51445,1.142
0.4625,1.3333,0.5188,1.1729
0.48125,1.3333,0.51778,1.1984
0.5,1.3333,0.51121,1.2183
0.05,1.6667,0.018466,0.089176
0.06875,1.6667,0.034256,0.13148
0.0875,1.6667,0.054436,0.17818
0.10625,1.6667,0.078728,0.22899
0.125,1.6667,0.10686,0.28363
0.14375,1.6667,0.13854,0.34184
0.1625,1.6667,0.1734,0.40321
0.18125,1.6667,0.21078,0.4671
0.2,1.6667,0.24954,0.53239
0.21875,1.6667,0.28818,0.59754
0.2375,1.6667,0.32494,0.66082
0.25625,1.6667,0.35808,0.72047
0.275,1.6667,0.38601,0.77492
0.29375,1.6667,0.40738,0.8228
0.3125,1.6667,0.42108,0.86303
0.33125,1.6667,0.42625,0.89471
0.35,1.6667,0.42217,0.91715
0.36875,1.6667,0.40829,0.92978
0.3875,1.6667,0.3841,0.93211
0.40625,1.6667,0.3491,0.92363
0.425,1.6667,0.30269,0.90373
0.44375,1.6667,0.244,0.87156
0.4625,1.6667,0.17158,0.82565
0.48125,1.6667,0.082327,0.76292
0,0,0,0
0.05,2,0.026324,0.097034
0.06875,2,0.048641,0.14587
0.0875,2,0.076986,0.20073
0.10625,2,0.11088,0.26114
0.125,2,0.1497,0.32647
0.14375,2,0.19218,0.39547
0.1625,2,0.23593,0.46574
0.18125,2,0.27765,0.53398
0.2,2,0.31387,0.59671
0.21875,2,0.34148,0.65084
0.2375,2,0.35798,0.69385
0.25625,2,0.36141,0.7238
0.275,2,0.35026,0.73916
0.29375,2,0.32323,0.73865
0.3125,2,0.27901,0.72095
0.33125,2,0.21586,0.68432
0.35,2,0.13068,0.62566
0.36875,2,0.014393,0.53588
0,0,0,0
0.05,2.3333,0.035468,0.10618
0.06875,2.3333,0.065277,0.1625
0.0875,2.3333,0.10288,0.22662
0.10625,2.3333,0.14712,0.29738
0.125,2.3333,0.19511,0.37189
0.14375,2.3333,0.24159,0.44488
0.1625,2.3333,0.28041,0.51022
0.18125,2.3333,0.30611,0.56243
0.2,2.3333,0.31448,0.59732
0.21875,2.3333,0.30235,0.61171
0.2375,2.3333,0.26706,0.60294
0.25625,2.3333,0.20564,0.56803
0.275,2.3333,0.11303,0.50194
0,0,0,0
0.05,2.6667,0.045855,0.11657
0.06875,2.6667,0.084049,0.18128
0.0875,2.6667,0.13149,0.25523
0.10625,2.6667,0.18368,0.33394
0.125,2.6667,0.23177,0.40854
0.14375,2.6667,0.26593,0.46922
0.1625,2.6667,0.27824,0.50805
0.18125,2.6667,0.26293,0.51925
0.2,2.6667,0.21508,0.49792
0.21875,2.6667,0.12827,0.43763
0,0,0,0
0.05,3,0.057443,0.12815
0.06875,3,0.10471,0.20193
0.0875,3,0.16027,0.28401
0.10625,3,0.2118,0.36206
0.125,3,0.24425,0.42103
0.14375,3,0.24586,0.44916
0.1625,3,0.20795,0.43776
0.18125,3,0.12107,0.37739
0,0,0,0
0.05,3.3333,0.070183,0.14089
0.06875,3.3333,0.12628,0.22351
0.0875,3.3333,0.18388,0.30763
0.10625,3.3333,0.22119,0.37145
0.125,3.3333,0.21991,0.39668
0.14375,3.3333,0.16654,0.36983
0.1625,3.3333,0.042142,0.27195
0,0,0,0
0.05,3.6667,0.083949,0.15466
0.06875,3.6667,0.14644,0.24367
0.0875,3.6667,0.1959,0.31965
0.10625,3.6667,0.20348,0.35374
0.125,3.6667,0.14819,0.32497
0,0,0,0
0.05,4,0.098335,0.16905
0.06875,4,0.16182,0.25905
0.0875,4,0.19079,0.31453
0.10625,4,0.15165,0.30191
0.125,4,0.0065129,0.18329
0,0,0,0
0.05,4.3333,0.11243,0.18314
0.06875,4.3333,0.16898,0.26621
0.0875,4.3333,0.16408,0.28782
0.10625,4.3333,0.054557,0.20482
0,0,0,0
0.05,4.6667,0.12485,0.19556
0.06875,4.6667,0.16499,0.26222
0.0875,4.6667,0.11096,0.2347
0,0,0,0
0.05,5,0.13402,0.20473
0.06875,5,0.14742,0.24464
0.0875,5,0.020553,0.1443
0,0,0,0
0.05,5.3333,0.13844,0.20915
0.06875,5.3333,0.11373,0.21096
0,0,0,0
0.05,5.6667,0.13684,0.20755
0.06875,5.6667,0.059785,0.15701
0,0,0,0
0.05,6,0.12808,0.19879
0,0,0,0
0.05,6.3333,0.11108,0.18179
0,0,0,0
0.05,6.6667,0.084482,0.15519
0,0,0,0
0.05,7,0.045886,0.1166
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
