0,0,0.017431
3.2552e-07,5.0238e-05,0.017431
6.5104e-07,0.00010047,0.017431
9.7657e-07,0.00015071,0.017431
1.3021e-06,0.00020095,0.017431
2.9297e-06,0.00045212,0.017431
4.5573e-06,0.00070329,0.017431
6.1849e-06,0.00095444,0.017431
7.8125e-06,0.0012056,0.017431
1.5951e-05,0.0024611,0.017431
2.4089e-05,0.0037164,0.017431
3.2227e-05,0.0049714,0.017431
4.0365e-05,0.0062262,0.017431
8.1055e-05,0.012496,0.017432
0.00012175,0.018759,0.017432
0.00016244,0.025015,0.017433
0.00020313,0.031265,0.017434
0.00040658,0.062413,0.017444
0.00061003,0.093396,0.01746
0.00081348,0.12421,0.017482
0.0010169,0.15487,0.01751
0.0014753,0.22332,0.017597
0.0019336,0.29096,0.017715
0.0023919,0.35778,0.017863
0.0028503,0.4238,0.018043
0.0033086,0.48903,0.018252
0.0037669,0.55346,0.018491
0.0042253,0.61712,0.018759
0.0046836,0.68001,0.019056
0.0051419,0.74213,0.019382
0.0056003,0.8035,0.019736
0.0060586,0.86413,0.020118
0.0065169,0.92401,0.020528
0.0069753,0.98316,0.020965
0.0074336,1.0416,0.021429
0.0078919,1.0993,0.02192
0.0083503,1.1563,0.022437
0.0088086,1.2126,0.02298
0.0092669,1.2682,0.023548
0.0097253,1.3231,0.024142
0.010184,1.3773,0.024761
0.010642,1.4309,0.025404
0.0111,1.4838,0.026072
0.011559,1.536,0.026764
0.012017,1.5875,0.02748
0.012475,1.6384,0.028219
0.012934,1.6887,0.028982
0.013392,1.7383,0.029767
0.01385,1.7873,0.030575
0.014309,1.8356,0.031405
0.014767,1.8833,0.032258
0.015225,1.9304,0.033132
0.015684,1.9769,0.034027
0.016142,2.0227,0.034944
0.0166,2.068,0.035881
0.017059,2.1126,0.036839
0.017517,2.1566,0.037818
0.017975,2.2001,0.038816
0.018434,2.2429,0.039834
0.018892,2.2852,0.040872
0.01935,2.3268,0.041929
0.019809,2.3679,0.043005
0.020267,2.4084,0.044099
0.020725,2.4484,0.045212
0.021184,2.4877,0.046343
0.021642,2.5265,0.047493
0.0221,2.5647,0.048659
0.022559,2.6024,0.049843
0.023017,2.6394,0.051045
0.023475,2.6759,0.052263
0.023934,2.7119,0.053497
0.024392,2.7473,0.054748
0.02485,2.7821,0.056016
0.025309,2.8164,0.057299
0.025767,2.8502,0.058597
0.026225,2.8833,0.059911
0.026684,2.9159,0.06124
0.027142,2.948,0.062584
0.0276,2.9795,0.063942
0.028059,3.0105,0.065315
0.028517,3.0409,0.066702
0.028975,3.0708,0.068103
0.029434,3.1001,0.069517
0.029892,3.1289,0.070944
0.03035,3.1571,0.072385
